cms_txn_sk,sales_cust_id,sales_tran_id,sales_order_id,sales_item_quantity,sales_order_dt,cms_store_sk,sales_store_id,sales_store_name,sales_channel,sales_region_name,cms_product_sk,sales_product_id,sales_product_name,sales_product_desc,sales_prd_style_id,sales_prd_style_name,sales_prd_style_desc,sales_prd_color_id,sales_prd_color_shade_name,sales_prd_size_id,sales_prd_size_name,sales_prd_fit,sales_prd_category_id,sales_prd_category_name,sales_prd_brand_id,sales_prd_brand_name,sales_csat,sales_sell_price,sales_discount_amt,promoter,detractor,passive,sales_launch_date,premium_prd,ship_mode,payment_preference,insert_dt,last_modified_dt,insert_by,last_modified_by,job_id,batch_id
1883,JC-15775,txn1877,CA-2018-112039,9,2020-06-02,59,Store_066,Store066,Delivery,Central,1702,TEC-PH-10000984,Panasonic KX-TG9471B,null,2,Formal,null,3,Bright,2,Medium,Regular,CAT003,Technology,null,Bounce,10,470.376,25.52969119,1,0,0,2019-11-30,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1884,JG-15160,txn1878,CA-2018-118885,2,2020-06-02,219,Store_014,Store014,Delivery,West,97,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",null,1,Casual,null,5,Light,3,Xtra Small,Slim,CAT001,Furniture,null,Bounce,8,393.568,52.98844073,0,0,1,2019-10-22,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1885,JG-15160,txn1879,CA-2018-118885,6,2020-06-02,219,Store_014,Store014,Delivery,West,1769,TEC-PH-10002563,Adtran 1202752G1,null,3,Casual,null,1,Dark,1,Large,Slim,CAT003,Technology,null,Murphy,9,302.376,58.54411682,1,0,0,2020-05-08,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1886,CK-12760,txn1880,US-2018-166611,8,2020-06-02,306,Store_134,Store134,Online,South,684,OFF-BI-10001191,Canvas Sectional Post Binders,null,2,Casual,null,5,Light,3,Extra Large,Slim,CAT002,Office Supplies,null,Lifestyle,6,68.742,14.7078415,0,1,0,2019-12-14,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1887,LF-17185,txn1881,CA-2016-109512,8,2020-06-02,136,Store_165,Store165,Delivery,East,870,OFF-EN-10002621,Staple envelope,null,2,Formal,null,1,Dark,1,Xtra Small,Tapered,CAT002,Office Supplies,null,Beautify,8,29.34,3.719640002,0,0,1,2019-11-02,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1888,LF-17185,txn1882,CA-2016-109512,7,2020-06-02,136,Store_165,Store165,Delivery,East,66,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",null,3,Party,null,1,Other,1,Xtra Small,Tapered,CAT001,Furniture,null,Bounce,8,383.607,22.51536366,0,0,1,2019-10-08,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1889,LF-17185,txn1883,CA-2016-109512,7,2020-06-02,136,Store_165,Store165,Delivery,East,1311,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",null,1,Casual,null,4,Bright,3,Small,Relaxed,CAT002,Office Supplies,null,Trust Nom,9,563.4,69.72522813,1,0,0,2019-12-07,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1890,CC-12430,txn1884,CA-2017-118570,5,2020-06-02,144,Store_106,Store106,Curbside,East,1092,OFF-PA-10001289,White Computer Printout Paper by Universal,null,2,Casual,null,2,Bright,2,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,10,217.056,45.57870029,1,0,0,2019-11-30,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1891,DL-12865,txn1885,CA-2018-154718,1,2020-06-02,310,Store_322,Store322,Delivery,Central,991,OFF-LA-10003714,Avery 510,null,2,Hip-Hop,null,5,Bright,3,Xtra Small,Slim,CAT002,Office Supplies,null,Respont,8,6.0,0.352819894,0,0,1,2019-11-10,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1892,PG-18895,txn1886,CA-2017-147578,2,2020-06-02,19,Store_035,Store035,Delivery,West,200,FUR-FU-10001889,Ultra Door Pull Handle,null,3,Hip-Hop,null,3,Other,3,Xtra Small,Tapered,CAT001,Furniture,null,Fostor,6,31.56,0.616776004,0,1,0,2019-12-05,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1893,EH-14005,txn1887,CA-2015-140165,9,2020-06-02,149,Store_187,Store187,Curbside,South,924,OFF-FA-10002815,Staples,null,1,Hip-Hop,null,4,Light,3,Small,Tapered,CAT002,Office Supplies,null,Bounce,10,7.104,1.510813516,1,0,0,2020-02-09,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1894,EH-14005,txn1888,CA-2015-140165,5,2020-06-02,149,Store_187,Store187,Curbside,South,825,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,null,1,Formal,null,4,Light,2,Medium,Slim,CAT002,Office Supplies,null,Murphy,8,398.352,57.16573644,0,0,1,2019-10-01,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1895,TB-21520,txn1889,CA-2015-142587,7,2020-06-02,61,Store_323,Store323,Delivery,East,467,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,null,2,Casual,null,4,Other,1,Xtra Small,Tapered,CAT002,Office Supplies,null,Bounce,8,121.792,0.078215829,0,0,1,2019-10-06,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1896,TB-21520,txn1890,CA-2015-142587,5,2020-06-02,61,Store_323,Store323,Delivery,East,320,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",null,3,Formal,null,5,Dark,3,Small,Relaxed,CAT001,Furniture,null,Beautify,8,409.59,24.04151299,0,0,1,2020-05-16,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1897,DK-13225,txn1891,CA-2015-157623,1,2020-06-01,369,Store_126,Store126,Online,West,1085,OFF-PA-10001204,Xerox 1972,null,1,Party,null,5,Bright,2,Small,Regular,CAT002,Office Supplies,null,Fostor,10,10.56,0.66083458,1,0,0,2019-12-08,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1898,DK-13225,txn1892,CA-2015-157623,3,2020-06-01,369,Store_126,Store126,Online,West,591,OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,null,1,Casual,null,4,Dark,3,Large,Relaxed,CAT002,Office Supplies,null,Beautify,10,3.38,0.118348139,1,0,0,2019-12-28,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1899,JP-15520,txn1893,CA-2018-145310,1,2020-06-01,262,Store_324,Store324,Delivery,South,870,OFF-EN-10002621,Staple envelope,null,2,Formal,null,1,Dark,1,Xtra Small,Tapered,CAT002,Office Supplies,null,Beautify,8,7.824,1.846484524,0,0,1,2019-11-02,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1900,CD-11980,txn1894,CA-2017-100083,6,2020-06-01,322,Store_325,Store325,Delivery,West,1029,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",null,4,Hip-Hop,null,3,Light,3,Medium,Relaxed,CAT002,Office Supplies,null,Bounce,7,24.784,6.114020462,0,0,1,2019-10-29,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1901,AS-10090,txn1895,US-2018-108063,8,2020-06-01,368,Store_326,Store326,Delivery,South,517,OFF-AR-10001446,Newell 309,null,1,Party,null,2,Bright,3,Xtra Small,Regular,CAT002,Office Supplies,null,Beautify,8,34.65,0.698827025,0,0,1,2019-12-08,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1902,JO-15280,txn1896,CA-2016-109197,6,2020-06-01,217,Store_327,Store327,Delivery,West,830,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,null,2,Party,null,4,Bright,3,Small,Relaxed,CAT002,Office Supplies,null,Canany,6,487.984,116.2271026,0,1,0,2019-10-26,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1903,AC-10450,txn1897,CA-2018-141789,8,2020-06-01,303,Store_040,Store040,Delivery,Central,690,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,null,2,Formal,null,5,Dark,2,Xtra Small,Regular,CAT002,Office Supplies,null,Murphy,9,1793.98,28.54638989,1,0,0,2019-10-05,Y,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1904,RA-19945,txn1898,CA-2015-169775,5,2020-06-01,291,Store_328,Store328,Delivery,South,862,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,null,2,Hip-Hop,null,2,Light,2,Medium,Tapered,CAT002,Office Supplies,null,Catwomen,10,29.808,5.827387294,1,0,0,2020-06-01,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1905,RA-19945,txn1899,CA-2015-169775,2,2020-06-01,291,Store_328,Store328,Delivery,South,820,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,null,3,Casual,null,2,Bright,3,Small,Relaxed,CAT002,Office Supplies,null,Bostel,8,505.176,7.935360738,0,0,1,2019-12-15,Y,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1906,RA-19945,txn1900,CA-2015-169775,8,2020-06-01,291,Store_328,Store328,Delivery,South,334,FUR-TA-10001857,Balt Solid Wood Rectangular Table,null,3,Party,null,4,Other,2,Extra Large,Regular,CAT001,Furniture,null,Bounce,10,174.0585,34.10262946,1,0,0,2020-02-17,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1907,Co-12640,txn1901,CA-2017-140543,5,2020-06-01,68,Store_329,Store329,Delivery,South,1301,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,null,2,Party,null,5,Light,1,Xtra Small,Slim,CAT002,Office Supplies,null,Beautify,10,191.88,5.154292041,1,0,0,2019-10-21,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1908,DW-13480,txn1902,CA-2017-151141,3,2020-06-01,161,Store_186,Store186,Curbside,Central,1850,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",null,2,Hip-Hop,null,2,Dark,1,Xtra Small,Tapered,CAT003,Technology,null,Bounce,10,14.78,3.141125536,1,0,0,2019-11-10,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1909,DK-12835,txn1903,CA-2018-167094,4,2020-06-01,356,Store_330,Store330,Online,West,1238,OFF-PA-10003953,Xerox 218,null,3,Party,null,3,Other,1,Extra Large,Slim,CAT002,Office Supplies,null,Bounce,9,5.184,0.174767093,1,0,0,2019-12-21,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1910,DK-12835,txn1904,CA-2018-167094,3,2020-06-01,356,Store_330,Store330,Online,West,51,FUR-CH-10000155,Global Comet Stacking Armless Chair,null,1,Party,null,5,Dark,1,Xtra Small,Slim,CAT001,Furniture,null,Bounce,9,478.48,54.64607813,1,0,0,2019-11-24,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1911,DK-12835,txn1905,CA-2018-167094,7,2020-06-01,356,Store_330,Store330,Online,West,1546,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,null,1,Party,null,4,Other,2,Large,Slim,CAT003,Technology,null,Beautify,10,28.4,5.749843576,1,0,0,2019-12-14,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1912,MD-17860,txn1906,CA-2018-154410,1,2020-06-01,268,Store_304,Store304,Online,Central,1374,OFF-ST-10002743,SAFCO Boltless Steel Shelving,null,4,Party,null,2,Other,2,Small,Regular,CAT002,Office Supplies,null,Beautify,9,909.12,214.1971558,1,0,0,2019-11-02,Y,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1913,RP-19855,txn1907,US-2017-150567,5,2020-06-01,127,Store_331,Store331,Online,South,708,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,null,1,Formal,null,2,Light,1,Medium,Tapered,CAT002,Office Supplies,null,Redash,10,2.952,0.085488788,1,0,0,2019-10-20,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1914,RP-19855,txn1908,US-2017-150567,10,2020-06-01,127,Store_331,Store331,Online,South,638,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",null,2,Casual,null,3,Other,1,Xtra Small,Tapered,CAT002,Office Supplies,null,Beautify,10,27.018,0.97228035,1,0,0,2019-11-21,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1915,RW-19540,txn1909,CA-2016-157959,8,2020-06-01,285,Store_142,Store142,Online,West,291,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,null,1,Party,null,4,Other,2,Large,Relaxed,CAT001,Furniture,null,Bounce,10,136.92,13.46723043,1,0,0,2019-12-23,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1916,DB-13660,txn1910,CA-2018-105886,9,2020-06-01,214,Store_188,Store188,Delivery,East,172,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",null,4,Hip-Hop,null,2,Other,3,Medium,Regular,CAT001,Furniture,null,Aerodyne,6,18.96,4.528564281,0,1,0,2019-11-23,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1917,SC-20770,txn1911,CA-2017-105963,9,2020-06-01,285,Store_142,Store142,Online,West,1564,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,null,4,Casual,null,4,Bright,3,Large,Regular,CAT003,Technology,null,Bounce,8,99.39,9.113735935,0,0,1,2019-10-11,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1918,FH-14275,txn1912,CA-2018-121503,9,2020-06-01,290,Store_017,Store017,Online,Central,1133,OFF-PA-10001878,Xerox 1891,null,3,Casual,null,4,Dark,1,Small,Relaxed,CAT002,Office Supplies,null,Beautify,7,273.896,17.34268498,0,0,1,2019-10-20,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1919,FH-14275,txn1913,CA-2018-121503,5,2020-06-01,290,Store_017,Store017,Online,Central,1658,TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,null,3,Casual,null,1,Light,2,Large,Tapered,CAT003,Technology,null,Godsub,9,597.132,93.89847517,1,0,0,2020-06-01,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1920,EH-13990,txn1914,CA-2015-103366,4,2020-06-01,37,Store_236,Store236,Delivery,South,1561,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,null,3,Formal,null,3,Other,3,Extra Large,Regular,CAT003,Technology,null,Lifestyle,9,149.95,35.50627597,1,0,0,2019-10-11,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1921,AS-10630,txn1915,CA-2018-124597,8,2020-06-01,360,Store_251,Store251,Curbside,South,984,OFF-LA-10003190,Avery 474,null,4,Party,null,5,Other,1,Medium,Relaxed,CAT002,Office Supplies,null,Bounce,10,4.608,0.50653122,1,0,0,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1922,AS-10630,txn1916,CA-2018-124597,7,2020-05-31,360,Store_251,Store251,Curbside,South,548,OFF-AR-10002280,Staples in misc. colors,null,1,Formal,null,1,Dark,3,Large,Relaxed,CAT002,Office Supplies,null,Redash,9,15.528,0.580580513,1,0,0,2020-05-31,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1923,AS-10630,txn1917,CA-2018-124597,8,2020-05-31,360,Store_251,Store251,Curbside,South,963,OFF-LA-10001569,Avery 499,null,4,Party,null,5,Light,3,Small,Relaxed,CAT002,Office Supplies,null,Bounce,10,11.952,1.271325504,1,0,0,2019-12-14,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1924,HA-14905,txn1918,CA-2016-105634,5,2020-05-31,305,Store_118,Store118,Delivery,East,522,OFF-AR-10001573,American Pencil,null,3,Hip-Hop,null,5,Light,1,Large,Relaxed,CAT002,Office Supplies,null,Bostel,9,11.65,1.038735344,1,0,0,2019-11-16,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1925,CH-12070,txn1919,CA-2016-123673,7,2020-05-31,148,Store_084,Store084,Curbside,Central,1734,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,null,4,Formal,null,4,Other,2,Xtra Small,Slim,CAT003,Technology,null,Bounce,10,299.9,67.88610781,1,0,0,2019-10-27,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1926,EH-13765,txn1920,US-2018-111423,10,2020-05-31,213,Store_290,Store290,Online,East,761,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,null,4,Formal,null,3,Dark,2,Extra Large,Slim,CAT002,Office Supplies,null,Trust Nom,9,895.92,220.2425281,1,0,0,2019-11-24,Y,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1927,EH-13765,txn1921,US-2018-111423,5,2020-05-31,213,Store_290,Store290,Online,East,117,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,null,1,Formal,null,3,Other,2,Medium,Relaxed,CAT001,Furniture,null,Beautify,10,462.564,114.9713948,1,0,0,2019-11-11,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1928,MZ-17515,txn1922,CA-2016-125178,9,2020-05-31,269,Store_332,Store332,Online,East,1370,OFF-ST-10002562,Staple magnet,null,3,Hip-Hop,null,1,Light,2,Medium,Slim,CAT002,Office Supplies,null,Bostel,7,15.008,3.182859904,0,0,1,2019-10-13,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1929,SC-20230,txn1923,CA-2017-156685,1,2020-05-31,158,Store_175,Store175,Online,Central,1828,TEC-PH-10004345,Cisco SPA 502G IP Phone,null,2,Party,null,1,Bright,2,Small,Relaxed,CAT003,Technology,null,Trust Nom,10,863.64,50.09307619,1,0,0,2019-10-19,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1930,SC-20230,txn1924,CA-2017-156685,7,2020-05-31,158,Store_175,Store175,Online,Central,487,OFF-AR-10000588,Newell 345,null,4,Party,null,2,Bright,1,Small,Regular,CAT002,Office Supplies,null,Beautify,9,47.616,8.65433576,1,0,0,2019-10-19,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1931,NP-18325,txn1925,CA-2018-126865,2,2020-05-31,138,Store_143,Store143,Delivery,West,1197,OFF-PA-10003039,Xerox 1960,null,3,Casual,null,4,Light,3,Xtra Small,Relaxed,CAT002,Office Supplies,null,Murphy,10,92.94,20.25581925,1,0,0,2019-11-16,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1932,LW-16990,txn1926,CA-2018-102834,4,2020-05-31,30,Store_095,Store095,Online,West,1506,TEC-AC-10001908,Logitech Wireless Headset h800,null,1,Party,null,3,Light,3,Large,Slim,CAT003,Technology,null,Bounce,8,199.98,45.90980122,0,0,1,2019-10-06,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1933,GM-14680,txn1927,US-2017-139710,7,2020-05-31,211,Store_063,Store063,Delivery,West,1707,TEC-PH-10001198,Avaya 4621SW VoIP phone,null,2,Party,null,5,Other,3,Extra Large,Tapered,CAT003,Technology,null,Murphy,9,177.48,22.65644499,1,0,0,2019-10-12,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1934,RH-19495,txn1928,CA-2018-121538,9,2020-05-31,261,Store_077,Store077,Delivery,West,1245,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",null,4,Formal,null,1,Bright,3,Large,Tapered,CAT002,Office Supplies,null,Bounce,8,88.768,16.71153179,0,0,1,2019-11-24,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1935,VM-21685,txn1929,US-2018-101539,8,2020-05-31,209,Store_060,Store060,Curbside,West,1142,OFF-PA-10001972,Xerox 214,null,2,Party,null,3,Light,3,Medium,Tapered,CAT002,Office Supplies,null,Bounce,10,6.48,0.123026385,1,0,0,2019-10-06,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1936,VM-21685,txn1930,US-2018-101539,9,2020-05-31,209,Store_060,Store060,Curbside,West,1403,OFF-ST-10004180,Safco Commercial Shelving,null,1,Party,null,3,Other,1,Large,Tapered,CAT002,Office Supplies,null,Bounce,8,46.51,2.974800438,0,0,1,2019-12-30,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1937,VM-21685,txn1931,US-2018-101539,4,2020-05-31,209,Store_060,Store060,Curbside,West,1825,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,null,1,Casual,null,5,Other,2,Small,Tapered,CAT003,Technology,null,Aerodyne,5,659.976,117.8930768,0,1,0,2019-11-01,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1938,CC-12670,txn1932,CA-2017-152121,2,2020-05-31,183,Store_058,Store058,Delivery,West,1764,TEC-PH-10002483,Motorola Moto X,null,4,Hip-Hop,null,5,Light,3,Extra Large,Tapered,CAT003,Technology,null,Trust Nom,10,271.992,31.7197811,1,0,0,2020-03-15,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1939,SV-20365,txn1933,CA-2018-161200,1,2020-05-31,167,Store_299,Store299,Delivery,South,4,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,null,4,Formal,null,3,Light,2,Extra Large,Tapered,CAT001,Furniture,null,Bounce,9,145.74,2.522227593,1,0,0,2019-10-06,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1940,SV-20365,txn1934,CA-2018-161200,5,2020-05-31,167,Store_299,Store299,Delivery,South,192,FUR-FU-10001706,Longer-Life Soft White Bulbs,null,4,Hip-Hop,null,3,Dark,1,Large,Slim,CAT001,Furniture,null,Aerodyne,9,15.4,1.618545471,1,0,0,2019-12-22,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1941,LW-16990,txn1935,CA-2018-101245,7,2020-05-31,181,Store_010,Store010,Online,West,1201,OFF-PA-10003129,Tops White Computer Printout Paper,null,1,Formal,null,1,Bright,2,Large,Relaxed,CAT002,Office Supplies,null,Bounce,10,244.55,57.53893318,1,0,0,2020-01-04,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1942,LW-16990,txn1936,CA-2018-101245,1,2020-05-31,181,Store_010,Store010,Online,West,1488,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,null,3,Party,null,4,Light,2,Medium,Slim,CAT003,Technology,null,Beautify,9,166.16,12.03234934,1,0,0,2019-12-13,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1943,NP-18685,txn1937,CA-2016-141768,9,2020-05-31,181,Store_010,Store010,Curbside,West,218,FUR-FU-10002268,Ultra Door Push Plate,null,3,Formal,null,2,Other,1,Xtra Small,Regular,CAT001,Furniture,null,Murphy,8,14.73,0.018075051,0,0,1,2019-10-05,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1944,JE-15715,txn1938,CA-2017-112109,3,2020-05-31,18,Store_333,Store333,Delivery,West,724,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,null,1,Party,null,1,Dark,2,Large,Tapered,CAT002,Office Supplies,null,Beautify,9,19.968,4.991293272,1,0,0,2019-10-26,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
1945,JE-15715,txn1939,CA-2017-112109,2,2020-05-31,18,Store_333,Store333,Delivery,West,1341,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",null,3,Hip-Hop,null,2,Dark,3,Small,Regular,CAT002,Office Supplies,null,Murphy,9,33.488,0.896675535,1,0,0,2019-10-07,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
